V_MCU,2.4,07-07-15 17:59,3.53,08-07-15 12:17
T_SHT2X,-4.26,22-11-15 09:05,29.2,23-08-15 12:05
RH_SHT2X,17.99,19-08-15 15:40,104.26,18-10-15 08:39
AH,2.59,22-11-15 04:44,15.29,16-08-15 13:56
T_DEW,-8.3,22-11-15 04:44,18,16-08-15 13:56
T_HEAT_IDX,-9.46,22-11-15 09:05,24.99,23-08-15 12:05
T,13.44,24-09-15 12:28,15.75,24-09-15 13:27
V_IN,0.29,24-09-15 10:35,0.29,24-09-15 10:35
V_A3,13,24-09-15 12:20,395,24-09-15 13:27
