T,-5.63,22-11-15 09:09,40.06,23-08-15 13:04
T1,0.31,22-11-15 18:49,28.06,02-09-15 16:26
V_MCU,3.45,24-09-15 10:51,3.6,07-07-15 10:27
V_IN,5.34,01-10-15 09:27,6.98,05-10-15 18:00
V_A1,0,07-07-15 10:27,2.55,18-07-15 05:21
V_A3,405,24-09-15 10:51,405,24-09-15 10:51
